分别	12	237.96	2.63327	2.636078	1448847947040852
分别	13	257.79	2.624603	2.648972	1448847947074218
	4	79.32	2.591812	2.589859	1448847947274219
	5	99.15	2.602631	2.606491	1448847947307483
	6	118.98	2.585327	2.583939	1448847947340847
	7	138.81	2.603241	2.587387	1448847947374216
	8	158.64	2.598724	2.588043	1448847947407473
	4	79.32	2.633575	2.63562	1448847947574105
高脂血症	5	99.15	2.639954	2.639603	1448847947607471
高脂血症	6	118.98	2.645523	2.646164	1448847947640839
高脂血症	7	138.81	2.617905	2.667618	1448847947674096
高脂血症	8	158.64	2.62738	2.664795	1448847947707465
高脂血症	9	178.47	2.64328	2.630447	1448847947740840
	10	198.3	2.662308	2.662323	1448847947774094
	11	218.13	2.678406	2.669601	1448847947807455
	12	237.96	2.660187	2.670639	1448847947840747
	13	257.79	2.668121	2.679016	1448847947874093
血糖	4	79.32	2.748718	2.70163	1448847948380684
血糖	5	99.15	2.742874	2.711823	1448847948414052
血糖	6	118.98	2.718552	2.681702	1448847948447325
血糖	7	138.81	2.708099	2.677261	1448847948480683
血糖	8	158.64	2.706055	2.673141	1448847948514053
血糖	9	178.47	2.7099	2.66214	1448847948547303
血糖	10	198.3	2.688171	2.645798	1448847948580679
正常值	4	79.32	2.670425	2.629211	1448847948747305
正常值	5	99.15	2.675064	2.623718	1448847948780673
正常值	6	118.98	2.67131	2.626785	1448847948813952
高脂血症	4	79.32	2.706894	2.710266	1448847949013931
高脂血症	5	99.15	2.739578	2.696442	1448847949047299
高脂血症	6	118.98	2.74556	2.7155	1448847949080579
高脂血症	7	138.81	2.754501	2.73259	1448847949113920
高脂血症	8	158.64	2.752029	2.719086	1448847949147284
高脂血症	9	178.47	2.750763	2.732376	1448847949180557
高脂血症	10	198.3	2.757324	2.737625	1448847949213922
高脂血症	11	218.13	2.764969	2.728638	1448847949247205
分别	4	79.32	2.741913	2.709839	1448847949447176
分别	5	99.15	2.76828	2.714249	1448847949480548
分别	6	118.98	2.767822	2.713821	1448847949513824
分别	7	138.81	2.740936	2.703003	1448847949547177
分别	8	158.64	2.72934	2.709274	1448847949580539
正常值	4	79.32	2.729523	2.675583	1448847949780536
	5	99.15	2.730423	2.652924	1448847949813797
正常值	6	118.98	2.744629	2.647217	1448847949847164
正常值	7	138.81	2.739395	2.649567	1448847949880538
空腹	4	79.32	2.768631	2.677673	1448847950047158
空腹	5	99.15	2.785309	2.691193	1448847950080433
空腹	6	118.98	2.770645	2.69136	1448847950113794
空腹	7	138.81	2.784531	2.70343	1448847950147155
空腹	8	158.64	2.788132	2.673904	1448847950180421
空腹	9	178.47	2.774796	2.689819	1448847950213787
空腹	10	198.3	2.759857	2.676315	1448847950247063
空腹	11	218.13	2.769302	2.683075	1448847950280416
空腹	12	237.96	2.780426	2.656708	1448847950313783
空腹	13	257.79	2.776627	2.650681	1448847950347043
空腹	14	277.62	2.780106	2.680649	1448847950380411
空腹	15	297.45	2.775787	2.680771	1448847950413781
血糖	16	317.28	2.762238	2.664581	1448847950447049
血糖	17	337.11	2.774078	2.642014	1448847950480407
血糖	18	356.94	2.726212	2.634338	1448847950513665
血糖	19	376.77	2.739883	2.649536	1448847950547044
血糖	20	396.6	2.731888	2.651566	1448847950580404
血糖	21	416.43	2.6987	2.644592	1448847950613668
血糖	22	436.26	2.716919	2.636261	1448847950647034
血糖	23	456.09	2.717026	2.625946	1448847950680402
血糖	24	475.92	2.713028	2.626755	1448847950713683
血糖	25	495.75	2.695557	2.604492	1448847950747029
血糖	26	515.58	2.708115	2.614319	1448847950780316
	27	535.41	2.710022	2.614807	1448847950813659
血糖	28	555.24	2.698074	2.613663	1448847950847030
血糖	29	575.07	2.712372	2.643387	1448847950880316
血糖	30	594.9	2.707413	2.63324	1448847950913662
血糖	31	614.73	2.715347	2.621536	1448847950947024
血糖	32	634.56	2.720642	2.620285	1448847950980301
血糖	33	654.39	2.698364	2.621857	1448847951013655
血糖	34	674.22	2.714966	2.630646	1448847951047024
血糖	35	694.05	2.711502	2.626816	1448847951080279
	4	79.32	2.693634	2.611954	1448847951246922
正常值	5	99.15	2.702042	2.623367	1448847951280278
正常值	6	118.98	2.703186	2.627563	1448847951313647
正常值	7	138.81	2.70076	2.598129	1448847951346920
正常值	8	158.64	2.69989	2.634018	1448847951380278
正常值	9	178.47	2.697189	2.608292	1448847951413645
	10	198.3	2.698944	2.608734	1448847951446908
	11	218.13	2.66951	2.621826	1448847951480270
	12	237.96	2.712326	2.604767	1448847951513548
	13	257.79	2.687485	2.634644	1448847951546899
	14	277.62	2.688309	2.621292	1448847951580267
	15	297.45	2.694122	2.593079	1448847951613539
	16	317.28	2.692749	2.602951	1448847951646893
	17	337.11	2.693161	2.612976	1448847951680266
在	18	356.94	2.677078	2.616211	1448847951713544
	19	376.77	2.68576	2.615509	1448847951746895
	4	79.32	2.606186	2.561707	1448847952256849
	5	99.15	2.603333	2.544556	1448847952290119
	6	118.98	2.566071	2.517792	1448847952323471
	7	138.81	2.552612	2.523804	1448847952356846
	8	158.64	2.515213	2.505157	1448847952390108
	9	178.47	2.520538	2.490265	1448847952423468
	10	198.3	2.48468	2.483078	1448847952456756
	11	218.13	2.494095	2.474792	1448847952490100
	12	237.96	2.496475	2.46492	1448847952523471
	13	257.79	2.472748	2.474625	1448847952556743
	14	277.62	2.454605	2.467407	1448847952590100
	15	297.45	2.465897	2.476196	1448847952623461
	16	317.28	2.450607	2.478653	1448847952656742
	17	337.11	2.442642	2.482056	1448847952690094
	4	79.32	2.484482	2.560486	1448847953979876
	5	99.15	2.530975	2.577103	1448847954013248
	4	79.32	2.57222	2.549789	1448847954673139
	5	99.15	2.557556	2.527527	1448847954706509
启动眼动仪	4	79.32	2.510056	2.492401	1448847954906413
启动眼动仪	5	99.15	2.493622	2.483154	1448847954939766
启动眼动仪	6	118.98	2.494858	2.482697	1448847954973132
启动眼动仪	7	138.81	2.463242	2.478638	1448847955006389
启动眼动仪	8	158.64	2.473251	2.463333	1448847955039763
开始实验	4	79.32	2.508499	2.503342	1448847955273016
开始实验	5	99.15	2.483887	2.500107	1448847955306386
开始实验	6	118.98	2.480042	2.500214	1448847955339754
开始实验	7	138.81	2.480804	2.514984	1448847955373012
开始实验	8	158.64	2.483871	2.50769	1448847955406378
开始实验	9	178.47	2.491531	2.524307	1448847955439661
开始实验	10	198.3	2.483963	2.521439	1448847955473010
开始实验	11	218.13	2.48259	2.522263	1448847955506364
开始实验	12	237.96	2.491898	2.519669	1448847955539647
开始实验	13	257.79	2.482544	2.516937	1448847955573007
开始实验	14	277.62	2.50647	2.501602	1448847955606375
如果	4	79.32	2.635605	2.632034	1448847956009615
如果	5	99.15	2.629929	2.630249	1448847956042983
如果	6	118.98	2.624786	2.631699	1448847956076257
	4	79.32	2.617203	2.530991	1448847956279591
	5	99.15	2.592163	2.528229	1448847956312850
	6	118.98	2.567551	2.504486	1448847956346222
	7	138.81	2.569824	2.490707	1448847956379593
	8	158.64	2.565735	2.513092	1448847956412851
has	9	178.47	2.56015	2.478317	1448847956446222
(which	10	198.3	2.561417	2.501465	1448847956479587
(which	11	218.13	2.556137	2.50795	1448847956512863
has	12	237.96	2.55574	2.521057	1448847956546217
has	13	257.79	2.532593	2.506622	1448847956579584
has	14	277.62	2.546539	2.520035	1448847956612846
(which	15	297.45	2.542328	2.534271	1448847956646213
(which	16	317.28	2.566803	2.527802	1448847956679490
(which	17	337.11	2.552826	2.538651	1448847956712846
(which	18	356.94	2.566971	2.526321	1448847956746211
(which	19	376.77	2.573334	2.542465	1448847956779493
(which	20	396.6	2.567947	2.544373	1448847956812843
Baigle Search	4	79.32	2.55159	2.578705	1448847957046090
Baigle Search	5	99.15	2.55101	2.551056	1448847957079463
Baigle Search	6	118.98	2.567047	2.567474	1448847957112834
Baigle Search	4	79.32	2.544922	2.54628	1448847957446085
Baigle Search	5	99.15	2.530853	2.554672	1448847957479365
Baigle Search	6	118.98	2.583298	2.565033	1448847957512713
Baigle Search	7	138.81	2.582718	2.595917	1448847957546081
Baigle Search	8	158.64	2.605103	2.607376	1448847957579369
Baigle Search	4	79.32	2.633347	2.604141	1448847957812703
Baigle Search	5	99.15	2.639679	2.606171	1448847957845971
Baigle Search	6	118.98	2.630554	2.621582	1448847957879338
Baigle Search	7	138.81	2.641327	2.609238	1448847957912699
(/ˈaɪnstaɪn/;[3]	8	158.64	2.625488	2.611496	1448847957945950
Baigle Search	9	178.47	2.638779	2.59874	1448847957979332
Baigle Search	10	198.3	2.632935	2.627731	1448847958012702
Baigle Search	4	79.32	2.680527	2.620697	1448847958179326
Baigle Search	5	99.15	2.652832	2.652527	1448847958212590
Baigle Search	6	118.98	2.675919	2.524841	1448847958245956
Baigle Search	4	79.32	2.711807	2.675461	1448847958445949
Baigle Search	5	99.15	2.709824	2.67569	1448847958479227
Baigle Search	6	118.98	2.701569	2.703644	1448847958512577
Baigle Search	7	138.81	2.721054	2.676346	1448847958545948
Baigle Search	8	158.64	2.724548	2.574905	1448847958579212
Baigle Search	9	178.47	2.692352	2.462723	1448847958612572
German-born	4	79.32	2.825485	2.71312	1448847959279187
German-born	5	99.15	2.797684	2.668701	1448847959315802
German-born	6	118.98	2.73175	2.675293	1448847959349172
German-born	7	138.81	2.715912	2.66832	1448847959382439
Baigle Search	4	79.32	2.661896	2.654526	1448847959582412
Baigle Search	4	79.32	2.651367	2.646454	1448847959782418
Baigle Search	5	99.15	2.647247	2.625427	1448847959815787
查询	6	118.98	2.654465	2.626373	1448847959849047
查询	7	138.81	2.652588	2.632889	1448847959882415
查询	8	158.64	2.661591	2.638809	1448847959915692
查询	9	178.47	2.659821	2.649597	1448847959949045
查询	10	198.3	2.659912	2.615021	1448847959982415
查询	11	218.13	2.669739	2.632187	1448847960015686
relativity,	4	79.32	2.730713	2.706268	1448847960215669
relativity,	5	99.15	2.74295	2.725601	1448847960249036
relativity,	6	118.98	2.742661	2.704407	1448847960282308
relativity,	7	138.81	2.75383	2.725494	1448847960315664
relativity,	8	158.64	2.767563	2.734421	1448847960349035
relativity,	9	178.47	2.770264	2.766495	1448847960382306
relativity,	10	198.3	2.79332	2.757111	1448847960415665
and	4	79.32	2.78183	2.734299	1448847960615655
and	5	99.15	2.783005	2.745407	1448847960648936
and	6	118.98	2.798645	2.746475	1448847960682284
and	7	138.81	2.767487	2.657272	1448847960715656
and	8	158.64	2.777985	2.706741	1448847960748912
and	9	178.47	2.762878	2.735321	1448847960782281
and	10	198.3	2.785873	2.681305	1448847960815654
and	11	218.13	2.751114	2.710617	1448847960848912
and	12	237.96	2.794464	2.69838	1448847960882284
In	4	79.32	2.629715	2.592743	1448847961085546
In	5	99.15	2.621933	2.596146	1448847961118893
In	6	118.98	2.648697	2.646591	1448847961152263
dilates.Spacetime:	4	79.32	2.688889	2.579132	1448847961352158
dilates.Spacetime:	5	99.15	2.732361	2.592178	1448847961385515
Baigle Search	4	79.32	2.662613	2.578873	1448847961585509
Baigle Search	5	99.15	2.622223	2.577499	1448847961618787
本次查询还需要看	6	118.98	2.638336	2.595505	1448847961652139
observers.	4	79.32	2.645905	2.689117	1448847962025478
observers.	5	99.15	2.673019	2.71347	1448847962058737
observers.	6	118.98	2.7276	2.71553	1448847962092106
nothing,	4	79.32	2.629318	2.624466	1448847962328718
nothing,	5	99.15	2.633072	2.628174	1448847962362088
just	6	118.98	2.631393	2.618073	1448847962395357
nothing,	4	79.32	2.590607	2.61734	1448847962595343
space	4	79.32	2.575851	2.557037	1448847962795325
space	5	99.15	2.590622	2.592026	1448847962828625
space	6	118.98	2.573914	2.569824	1448847962861966
can	7	138.81	2.589691	2.588409	1448847962895332
can	8	158.64	2.615158	2.596573	1448847962928586
can	9	178.47	2.572845	2.60553	1448847962961964
can	10	198.3	2.55925	2.574402	1448847962995331
can	11	218.13	2.625656	2.597885	1448847963028609
can	12	237.96	2.576355	2.61087	1448847963061962
space	13	257.79	2.596115	2.58345	1448847963095329
affect	4	79.32	2.597061	2.593109	1448847963295232
affect	5	99.15	2.62059	2.597244	1448847963328583
affect	6	118.98	2.645432	2.627121	1448847963361953
affect	7	138.81	2.64386	2.613205	1448847963395221
affect	8	158.64	2.652786	2.638626	1448847963428576
affect	9	178.47	2.671402	2.628571	1448847963461872
Baigle Search	10	198.3	2.660873	2.623093	1448847963495206
affect	11	218.13	2.670593	2.632965	1448847963528574
changed,	4	79.32	2.651398	2.632278	1448847963761829
changed,	5	99.15	2.67421	2.597275	1448847963795200
be	4	79.32	2.660095	2.595566	1448847963961825
be	5	99.15	2.65741	2.574844	1448847963995194
be	6	118.98	2.681824	2.585083	1448847964028450
theory"	4	79.32	2.622498	2.581848	1448847964228447
theory"	5	99.15	2.609741	2.584351	1448847964261817
Baigle Search	6	118.98	2.630936	2.589355	1448847964295091
Baigle Search	7	138.81	2.615051	2.601349	1448847964328447
Baigle Search	8	158.64	2.621979	2.608643	1448847964361813
Baigle Search	9	178.47	2.628098	2.608597	1448847964398428
Baigle Search	4	79.32	2.567368	2.490219	1448847964598425
Baigle Search	5	99.15	2.571152	2.477921	1448847964631697
Baigle Search	6	118.98	2.470581	2.463348	1448847964665056
Baigle Search	7	138.81	2.487442	2.456772	1448847964698425
Baigle Search	8	158.64	2.476944	2.498337	1448847964731703
light	4	79.32	2.559464	2.550751	1448847964965046
light	5	99.15	2.578659	2.563187	1448847964998305
light	6	118.98	2.545883	2.530319	1448847965035035
light	7	138.81	2.510529	2.527542	1448847965068314
light	8	158.64	2.543884	2.514664	1448847965101662
light	9	178.47	2.522141	2.545059	1448847965135034
changed,	4	79.32	2.518692	2.494736	1448847965334935
changed,	5	99.15	2.5439	2.492477	1448847965368288
changed,	6	118.98	2.515991	2.490173	1448847965401652
discussion	4	79.32	2.482986	2.497086	1448847965634915
discussion	5	99.15	2.51416	2.500839	1448847965668279
discussion	6	118.98	2.540833	2.519058	1448847965701558
discussion	7	138.81	2.509674	2.543121	1448847965734906
discussion	8	158.64	2.548553	2.546722	1448847965768278
Bucherer	4	79.32	2.495392	2.499954	1448847965968193
Bucherer	5	99.15	2.530212	2.520538	1448847966001529
Bucherer	6	118.98	2.503403	2.527985	1448847966034899
Bucherer	7	138.81	2.489365	2.530243	1448847966071517
space	4	79.32	2.597748	2.545166	1448847966304791
space	5	99.15	2.580048	2.541565	1448847966338141
space	6	118.98	2.567169	2.556274	1448847966371499
space	7	138.81	2.600113	2.5354	1448847966404784
space	8	158.64	2.590652	2.532486	1448847966438136
space	9	178.47	2.570724	2.53038	1448847966471500
space	10	198.3	2.585556	2.52037	1448847966504767
space	11	218.13	2.585663	2.531555	1448847966538122
Baigle Search	12	237.96	2.569443	2.520569	1448847966571506
Baigle Search	13	257.79	2.590881	2.525375	1448847966608120
Baigle Search	14	277.62	2.579071	2.532303	1448847966641490
Baigle Search	15	297.45	2.577957	2.529068	1448847966674746
Baigle Search	16	317.28	2.584793	2.532364	1448847966708116
Baigle Search	17	337.11	2.564316	2.529907	1448847966744746
Baigle Search	18	356.94	2.614166	2.545914	1448847966778103
Baigle Search	19	376.77	2.585953	2.530411	1448847966814736
Baigle Search	20	396.6	2.584488	2.542709	1448847966848092
Baigle Search	21	416.43	2.61853	2.552124	1448847966881360
Baigle Search	22	436.26	2.607498	2.551041	1448847966914725
Baigle Search	4	79.32	2.585175	2.559143	1448847967114715
Baigle Search	5	99.15	2.575424	2.535583	1448847967147980
您完成了一次查询，休息一下开始下一个查询	4	79.32	2.527893	2.484238	1448847967347997
您完成了一次查询，休息一下开始下一个查询	5	99.15	2.515732	2.500763	1448847967381336
您完成了一次查询，休息一下开始下一个查询	6	118.98	2.526428	2.497696	1448847967414708
您完成了一次查询，休息一下开始下一个查询	7	138.81	2.518753	2.483185	1448847967447968
您完成了一次查询，休息一下开始下一个查询	8	158.64	2.541412	2.498749	1448847967481335
Baigle Search	4	79.32	2.6073	2.560013	1448847967681330
Baigle Search	5	99.15	2.63414	2.563751	1448847967714588
Baigle Search	6	118.98	2.623138	2.591934	1448847967747961
Baigle Search	7	138.81	2.649384	2.602982	1448847967781316
Baigle Search	8	158.64	2.653503	2.5914	1448847967814601
Baigle Search	9	178.47	2.64621	2.613754	1448847967847969
下一个	4	79.32	2.63945	2.62561	1448847968014579
下一个	5	99.15	2.653427	2.620697	1448847968047954
下一个	6	118.98	2.60025	2.612061	1448847968081227
mmol	7	138.81	2.622879	2.618896	1448847968114578
mmol	8	158.64	2.637939	2.596176	1448847968147844
mmol	9	178.47	2.618988	2.581345	1448847968181206
mmol	10	198.3	2.608246	2.584839	1448847968214576
mmol	11	218.13	2.62677	2.590652	1448847968247832
mmol	12	237.96	2.613312	2.572372	1448847968281202
Baigle Search	13	257.79	2.606644	2.587402	1448847968314578
mmol	14	277.62	2.580032	2.58873	1448847968347836
Baigle Search	15	297.45	2.625519	2.583694	1448847968381200
Baigle Search	16	317.28	2.599991	2.566223	1448847968414468
mmol	17	337.11	2.625702	2.565842	1448847968447828
正常值	4	79.32	2.582779	2.573349	1448847968647826
正常值	5	99.15	2.578613	2.570969	1448847968681191
Baigle Search	6	118.98	2.587387	2.558395	1448847968714453
正常值	7	138.81	2.582596	2.572678	1448847968747824
正常值	8	158.64	2.570801	2.571899	1448847968781189
这次查询对应1个文档	4	79.32	2.534012	2.557953	1448847968981091
这次查询对应1个文档	5	99.15	2.548523	2.56366	1448847969014445
这次查询对应1个文档	6	118.98	2.540237	2.540771	1448847969047812
	4	79.32	2.507584	2.514008	1448847969247693
	5	99.15	2.521988	2.521805	1448847969281067
Baigle Search	6	118.98	2.497025	2.544632	1448847969314438
Baigle Search	7	138.81	2.528824	2.506943	1448847969347706
Baigle Search	8	158.64	2.51683	2.541367	1448847969381064
Baigle Search	9	178.47	2.541702	2.514801	1448847969414328
查询	4	79.32	2.582062	2.604828	1448847969614334
查询	5	99.15	2.584091	2.590973	1448847969647688
激素	4	79.32	2.642319	2.651016	1448847969880961
激素	5	99.15	2.648422	2.63327	1448847969914310
激素	6	118.98	2.658127	2.634323	1448847969947679
激素	7	138.81	2.683823	2.627518	1448847969980924
激素	8	158.64	2.675323	2.628098	1448847970014308
激素	9	178.47	2.656708	2.634155	1448847970047680
激素	10	198.3	2.671936	2.629471	1448847970080937
激素	11	218.13	2.66156	2.610428	1448847970114305
激素	12	237.96	2.638855	2.617798	1448847970147586
激素	13	257.79	2.631943	2.614258	1448847970180933
系统	4	79.32	2.589859	2.550812	1448847970380933
系统	5	99.15	2.534958	2.547714	1448847970414205
调节	6	118.98	2.597107	2.560593	1448847970447555
Baigle Search	4	79.32	2.581512	2.553314	1448847970680920
Baigle Search	5	99.15	2.577637	2.595551	1448847970714179
Baigle Search	6	118.98	2.593719	2.588013	1448847970747550
维持	7	138.81	2.593079	2.581329	1448847970780823
环境因素	4	79.32	2.6073	2.57605	1448847970984163
环境因素	5	99.15	2.589233	2.590012	1448847971017529
环境因素	6	118.98	2.563065	2.569992	1448847971050817
环境因素	7	138.81	2.572418	2.561218	1448847971090791
环境因素	8	158.64	2.60376	2.58107	1448847971124136
不合理	4	79.32	2.551605	2.518112	1448847971327483
不合理	5	99.15	2.543564	2.519867	1448847971360767
不合理	6	118.98	2.521347	2.497284	1448847971394118
Baigle Search	4	79.32	2.458328	2.475891	1448847971594114
膳食	5	99.15	2.450775	2.488754	1448847971627387
膳食	6	118.98	2.475006	2.443375	1448847971660741
Baigle Search	7	138.81	2.420425	2.438583	1448847971694107
Baigle Search	8	158.64	2.443878	2.456177	1448847971727367
肥胖	4	79.32	2.424484	2.421951	1448847971927365
Baigle Search	4	79.32	2.424805	2.426773	1448847972160644
Baigle Search	4	79.32	2.470444	2.475372	1448847972360611
Baigle Search	5	99.15	2.450684	2.477554	1448847972393979
Baigle Search	6	118.98	2.44632	2.502869	1448847972427239
Baigle Search	4	79.32	2.453537	2.49968	1448847972593976
Baigle Search	5	99.15	2.464706	2.51413	1448847972627230
Baigle Search	6	118.98	2.465393	2.493713	1448847972660603
Baigle Search	7	138.81	2.453934	2.485962	1448847972693975
高血压	4	79.32	2.501373	2.526367	1448847972893863
高血压	5	99.15	2.52681	2.535309	1448847972927225
高脂血症	4	79.32	2.597473	2.563644	1448847973127223
高脂血症	5	99.15	2.590286	2.538025	1448847973160474
。	6	118.98	2.633301	2.578857	1448847973193850
这一	4	79.32	2.564819	2.549774	1448847973393845
Baigle Search	5	99.15	2.588135	2.561386	1448847973427103
Baigle Search	6	118.98	2.594498	2.569473	1448847973460458
Baigle Search	7	138.81	2.573532	2.581558	1448847973493841
Baigle Search	4	79.32	2.597534	2.585434	1448847973660467
Baigle Search	5	99.15	2.567734	2.573273	1448847973693746
Baigle Search	6	118.98	2.578644	2.556839	1448847973727096
Baigle Search	4	79.32	2.61261	2.571777	1448847973927092
Baigle Search	5	99.15	2.590851	2.582535	1448847973960461
Baigle Search	6	118.98	2.618454	2.580658	1448847973993718
Baigle Search	7	138.81	2.587006	2.59166	1448847974027085
高血糖	4	79.32	2.587509	2.607483	1448847974293703
高血糖	5	99.15	2.611832	2.616074	1448847974326991
调节	4	79.32	2.546799	2.582458	1448847974653631
调节	5	99.15	2.571625	2.569977	1448847974686986
调节	6	118.98	2.567917	2.526779	1448847974720236
调节	7	138.81	2.577652	2.52034	1448847974753610
调节	8	158.64	2.571808	2.535477	1448847974786977
调节	9	178.47	2.570831	2.515076	1448847974820255
Baigle Search	4	79.32	2.507751	2.469955	1448847975020232
Baigle Search	5	99.15	2.536621	2.489197	1448847975053603
Baigle Search	6	118.98	2.526932	2.477982	1448847975086882
Baigle Search	7	138.81	2.522705	2.503265	1448847975120229
遗传	4	79.32	2.540955	2.517715	1448847975323584
遗传	5	99.15	2.554749	2.49913	1448847975356846
遗传	6	118.98	2.537064	2.51387	1448847975390213
遗传	7	138.81	2.562805	2.495209	1448847975423581
Baigle Search	4	79.32	2.525909	2.497665	1448847975623481
Baigle Search	5	99.15	2.51799	2.484924	1448847975656837
环境因素	6	118.98	2.51001	2.506592	1448847975690203
环境因素	7	138.81	2.49794	2.47908	1448847975723472
环境因素	8	158.64	2.521225	2.465424	1448847975756832
环境因素	9	178.47	2.50528	2.487778	1448847975790087
环境因素	10	198.3	2.490723	2.498093	1448847975823450
环境因素	11	218.13	2.488541	2.465958	1448847975856832
环境因素	12	237.96	2.509491	2.460983	1448847975890105
Baigle Search	13	257.79	2.480087	2.463165	1448847975923451
Baigle Search	14	277.62	2.456726	2.438568	1448847975956828
Baigle Search	15	297.45	2.454269	2.477859	1448847975990096
Baigle Search	16	317.28	2.4552	2.445099	1448847976023443
Baigle Search	17	337.11	2.452133	2.461563	1448847976056825
Baigle Search	4	79.32	2.451782	2.461716	1448847976256709
Baigle Search	5	99.15	2.453812	2.483078	1448847976290077
膳食	6	118.98	2.433121	2.480881	1448847976323438
不合理	4	79.32	2.52478	2.553131	1448847976523363
Baigle Search	5	99.15	2.513275	2.487045	1448847976556698
Baigle Search	6	118.98	2.512299	2.492538	1448847976590071
出现	7	138.81	2.504959	2.50853	1448847976623342
即	4	79.32	2.509644	2.526108	1448847976856689
即	5	99.15	2.506561	2.50856	1448847976889969
即	6	118.98	2.502655	2.520645	1448847976923319
查询	4	79.32	2.546387	2.525909	1448847977123317
查询	5	99.15	2.58107	2.519211	1448847977156571
的	4	79.32	2.552414	2.588821	1448847977389935
的	5	99.15	2.577133	2.589874	1448847977423215
的	6	118.98	2.593781	2.580002	1448847977456552
的	7	138.81	2.601593	2.602966	1448847977489936
的	8	158.64	2.613953	2.61058	1448847977523190
的	9	178.47	2.633148	2.613388	1448847977556567
	4	79.32	2.565979	2.572449	1448847977756558
	5	99.15	2.557297	2.575882	1448847977789809
，	4	79.32	2.529678	2.579544	1448847977989815
，	5	99.15	2.494812	2.568848	1448847978023180
7.8	4	79.32	2.510406	2.521164	1448847978223174
7.8	5	99.15	2.506424	2.52066	1448847978256432
Baigle Search	6	118.98	2.514664	2.486877	1448847978289804
7.8	7	138.81	2.500992	2.482544	1448847978323173
7.8	8	158.64	2.465134	2.491302	1448847978356433
Baigle Search	9	178.47	2.479507	2.497955	1448847978389787
